# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Thu Jul 23 16:54:21 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: VISTA <i>ZYJHK</i><sub>s</sub> (Vegamag)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Zmag    Ymag    Jmag    Hmag    Ksmag
0.0015467 -1.00000 9.30103 1.4698013067 2.5363378013    1.453  2.725  3.6574  1.456    7  0.000  0.348     9.17     6.73     4.80     3.64     2.96  4 -4.77e-09      0.00 7.240e-01 2.738e-01 1.873e-04 1.952e-04 7.144e-04 -1.000 2.142e-03 -2.043 -2.897 -3.137 -3.574 -4.159 -4.247
0.0015467 -1.00000 9.30103 1.4698632956 2.5363431522    1.451  2.766  3.6542  1.403    7  0.000  0.346    10.22     7.41     5.26     4.00     3.25  4 -5.85e-09      0.00 7.240e-01 2.738e-01 1.863e-04 1.963e-04 7.144e-04 -1.000 2.142e-03 -2.144 -2.997 -3.242 -3.685 -4.279 -4.370
0.0015467 -1.00000 9.30103 1.4699187279 2.5363479367    1.450  2.804  3.6513  1.353    7  0.000  0.344    11.32     8.12     5.74     4.37     3.55  4 -7.15e-09      0.00 7.240e-01 2.738e-01 1.853e-04 1.975e-04 7.144e-04 -1.000 2.141e-03 -2.240 -3.093 -3.343 -3.790 -4.393 -4.486
0.0015467 -1.00000 9.30103 1.4699720144 2.5363525357    1.449  2.842  3.6482  1.301    7  0.000  0.342    12.56     8.90     6.27     4.78     3.88  4 -8.69e-09      0.00 7.240e-01 2.738e-01 1.843e-04 1.987e-04 7.144e-04 -1.000 2.134e-03 -2.336 -3.187 -3.442 -3.896 -4.508 -4.604
0.0015467 -1.00000 9.30103 1.4700239897 2.5363570210    1.447  2.880  3.6451  1.250    7  0.000  0.341    13.93     9.76     6.85     5.22     4.25  4 -1.06e-08      0.00 7.240e-01 2.739e-01 1.835e-04 1.998e-04 7.144e-04 -1.000 2.106e-03 -2.431 -3.281 -3.541 -4.000 -4.622 -4.721
0.0015467 -1.00000 9.30103 1.4700747728 2.5363614032    1.444  2.918  3.6420  1.200    7  0.000  0.339    15.43    10.70     7.47     5.70     4.64  3 -1.29e-08      0.00 7.240e-01 2.739e-01 1.827e-04 2.007e-04 7.144e-04 -1.000 2.092e-03 -2.525 -3.374 -3.639 -4.104 -4.735 -4.837
0.0015467 -1.00000 9.30103 1.4701253176 2.5363657644    1.442  2.956  3.6390  1.149    7  0.000  0.338    17.10    11.71     8.15     6.23     5.07  3 -1.56e-08      0.00 7.240e-01 2.739e-01 1.821e-04 2.015e-04 7.143e-04 -1.000 2.136e-03 -2.619 -3.465 -3.736 -4.207 -4.847 -4.952
0.0015467 -1.00000 9.30103 1.4701765776 2.5363701870    1.438  2.993  3.6358  1.098    7  0.000  0.337    18.97    12.85     8.90     6.81     5.55  3 -1.88e-08      0.00 7.240e-01 2.739e-01 1.815e-04 2.022e-04 7.143e-04 -1.000 2.171e-03 -2.714 -3.557 -3.832 -4.309 -4.960 -5.069
0.0015467 -1.00000 9.30103 1.4702283144 2.5363746503    1.434  3.033  3.6324  1.044    7  0.000  0.336    21.15    14.15     9.76     7.49     6.10  3 -2.29e-08      0.00 7.240e-01 2.739e-01 1.810e-04 2.028e-04 7.142e-04 -1.000 2.178e-03 -2.812 -3.651 -3.932 -4.416 -5.078 -5.190
0.0015467 -1.00000 9.30103 1.4702768326 2.5363788357    1.430  3.076  3.6286  0.984    7  0.000  0.336    23.87    15.76    10.82     8.31     6.77  3 -2.86e-08      0.00 7.240e-01 2.739e-01 1.806e-04 2.034e-04 7.141e-04 -1.000 2.151e-03 -2.920 -3.755 -4.043 -4.534 -5.209 -5.325
0.0015467 -1.00000 9.30103 1.4703129530 2.5363819514    1.425  3.122  3.6245  0.920    7  0.000  0.335    27.17    17.69    12.07     9.29     7.57  3 -3.61e-08      0.00 7.240e-01 2.739e-01 1.801e-04 2.040e-04 7.139e-04 -1.000 2.110e-03 -3.036 -3.866 -4.161 -4.661 -5.348 -5.469
0.0015467 -1.00000 9.30103 1.4703373909 2.5363840592    1.422  3.161  3.6211  0.866    7  0.000  0.334    30.28    19.47    13.23    10.20     8.31  3 -4.35e-08      0.00 7.239e-01 2.740e-01 1.798e-04 2.046e-04 7.137e-04 -1.000 2.103e-03 -3.133 -3.958 -4.260 -4.767 -5.465 -5.590
0.0015467 -1.00000 9.30103 1.4703584909 2.5363858791    1.418  3.198  3.6178  0.815    7  0.000  0.334    33.57    21.34    14.44    11.15     9.09  2 -5.23e-08      0.00 7.239e-01 2.740e-01 1.796e-04 2.050e-04 7.135e-04 -1.000 2.124e-03 -3.225 -4.046 -4.353 -4.867 -5.575 -5.705
0.0015467 -1.00000 9.30103 1.4703793526 2.5363876784    1.413  3.239  3.6142  0.758    7  0.000  0.334    37.64    23.62    15.91    12.31    10.03  2 -6.43e-08      0.00 7.239e-01 2.740e-01 1.794e-04 2.054e-04 7.133e-04 -1.000 2.128e-03 -3.327 -4.142 -4.455 -4.976 -5.697 -5.831
0.0015467 -1.00000 9.30103 1.4704028368 2.5363897038    1.407  3.285  3.6100  0.693    7  0.000  0.334    42.93    26.55    17.79    13.78    11.24  2 -8.09e-08      0.00 7.239e-01 2.740e-01 1.793e-04 2.056e-04 7.131e-04 -1.000 2.123e-03 -3.443 -4.251 -4.571 -5.102 -5.837 -5.976
0.0015467 -1.00000 9.30103 1.4704115391 2.5363904543    1.404  3.303  3.6084  0.668    7  0.000  0.334    45.13    27.75    18.56    14.39    11.73  2 -8.79e-08      0.00 7.239e-01 2.740e-01 1.792e-04 2.058e-04 7.130e-04 -1.000 2.123e-03 -3.487 -4.291 -4.615 -5.149 -5.889 -6.031
0.0015467 -1.00000 9.30103 1.4704141617 2.5363906805    1.403  3.297  3.6088  0.675    7  0.000  0.334    44.48    27.39    18.33    14.21    11.59  2 -8.55e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.473 -4.279 -4.601 -5.134 -5.873 -6.014
0.0015467 -1.00000 9.30103 1.4704142809 2.5363906908    1.403  3.293  3.6092  0.681    7  0.000  0.334    43.94    27.10    18.14    14.06    11.46  2 -8.37e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.462 -4.268 -4.590 -5.122 -5.860 -6.000
0.0015467 -1.00000 9.30103 1.4704144001 2.5363907010    1.403  3.288  3.6096  0.688    7  0.000  0.334    43.34    26.77    17.93    13.89    11.33  2 -8.17e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.449 -4.256 -4.577 -5.109 -5.845 -5.984
0.0015467 -1.00000 9.30103 1.4704147577 2.5363907319    1.403  3.281  3.6102  0.696    7  0.000  0.334    42.60    26.36    17.67    13.69    11.16  2 -7.94e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.433 -4.242 -4.562 -5.092 -5.826 -5.965
0.0015467 -1.00000 9.30103 1.4704154730 2.5363907936    1.403  3.278  3.6105  0.700    7  0.000  0.334    42.25    26.17    17.55    13.59    11.08  2 -7.82e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.426 -4.235 -4.554 -5.084 -5.817 -5.956
0.0015467 -1.00000 9.30103 1.4704167843 2.5363909067    1.402  3.270  3.6112  0.712    7  0.000  0.334    41.26    25.63    17.20    13.32    10.86  2 -7.52e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.404 -4.214 -4.532 -5.060 -5.791 -5.929
0.0015467 -1.00000 9.30103 1.4704178572 2.5363909992    1.402  3.273  3.6110  0.708    7  0.000  0.334    41.59    25.81    17.32    13.41    10.94  2 -7.64e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.411 -4.221 -4.540 -5.068 -5.800 -5.938
0.0015467 -1.00000 9.30103 1.4704191685 2.5363911123    1.402  3.298  3.6087  0.673    7  0.000  0.334    44.65    27.48    18.38    14.25    11.62  2 -8.63e-08      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.129e-03 -3.476 -4.281 -4.604 -5.137 -5.876 -6.017
0.0015467 -1.00000 9.30103 1.4704205990 2.5363912356    1.401  3.335  3.6055  0.624    7  0.000  0.334    49.41    30.07    20.03    15.55    12.68  2 -1.02e-07      0.00 7.239e-01 2.740e-01 1.791e-04 2.061e-04 7.128e-04 -1.000 2.119e-03 -3.567 -4.366 -4.694 -5.235 -5.985 -6.131
0.0015467 -1.00000 9.30103 1.4704231024 2.5363914515    1.400  3.381  3.6012  0.560    7  0.000  0.333    56.23    33.72    22.35    17.38    14.18  2 -1.27e-07      0.00 7.239e-01 2.740e-01 1.789e-04 2.066e-04 7.125e-04 -1.000 2.124e-03 -3.683 -4.473 -4.809 -5.359 -6.123 -6.275
0.0015467 -1.00000 9.30103 1.4704265594 2.5363917497    1.398  3.430  3.5967  0.492    7  0.556  0.333    64.52    38.09    25.11    19.56    15.96  2 -1.59e-07      0.00 7.238e-01 2.740e-01 1.787e-04 2.071e-04 7.121e-04 -1.000 2.157e-03 -3.805 -4.585 -4.928 -5.489 -6.269 -6.428
0.0015467 -1.00000 9.30103 1.4704322815 2.5363922431    1.394  3.481  3.5918  0.420    7  0.553  0.333    74.71    43.37    28.42    22.18    18.11  2 -2.03e-07      0.00 7.238e-01 2.741e-01 1.786e-04 2.076e-04 7.118e-04 -1.000 2.129e-03 -3.933 -4.702 -5.055 -5.627 -6.423 -6.589
0.0015467 -1.00000 9.30103 1.4704366922 2.5363926235    1.390  3.501  3.5898  0.391    7  0.552  0.333    79.22    45.68    29.86    23.33    19.05  2 -2.23e-07      0.00 7.238e-01 2.741e-01 1.785e-04 2.077e-04 7.118e-04 -1.000 2.129e-03 -3.983 -4.748 -5.104 -5.680 -6.483 -6.652
0.0015467 -1.00000 9.30103 1.4704369307 2.5363926441    1.390  3.501  3.5898  0.391    8  0.552  0.351    79.22    45.68    29.86    23.33    19.05  2 -2.22e-07      0.00 7.238e-01 2.746e-01 1.890e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.983 -4.748 -5.104 -5.680 -6.483 -6.652
0.0015467 -1.00000 9.30103 1.4704374075 2.5363926852    1.389  3.348  3.6034  0.599    8  0.552  0.352    51.82    31.37    20.85    16.20    13.22  2 -1.11e-07      0.00 7.238e-01 2.746e-01 1.890e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.599 -4.394 -4.726 -5.271 -6.028 -6.176
0.0015467 -1.00000 9.30103 1.4704377651 2.5363927160    1.389  3.265  3.6108  0.711    8  0.553  0.352    41.23    25.61    17.18    13.31    10.85  2 -7.58e-08      0.00 7.238e-01 2.746e-01 1.890e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.393 -4.202 -4.521 -5.050 -5.782 -5.920
0.0015467 -1.00000 9.30103 1.4704390764 2.5363928291    1.388  3.030  3.6319  1.029    8  0.553  0.352    21.53    14.40     9.92     7.62     6.20  3  -2.5e-08      0.00 7.238e-01 2.746e-01 1.891e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -2.806 -3.645 -3.928 -4.413 -5.076 -5.188
0.0015467 -1.00000 9.30103 1.4704407454 2.5363929731    1.387  3.034  3.6315  1.024    8  0.553  0.352    21.75    14.53    10.00     7.68     6.26  3 -2.55e-08      0.00 7.238e-01 2.746e-01 1.891e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -2.814 -3.653 -3.936 -4.421 -5.086 -5.199
0.0015467 -1.00000 9.30103 1.4704431295 2.5363931787    1.385  3.108  3.6247  0.922    8  0.553  0.352    26.77    17.47    11.92     9.19     7.48  3 -3.66e-08      0.00 7.238e-01 2.746e-01 1.891e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.000 -3.830 -4.124 -4.624 -5.311 -5.431
0.0015467 -1.00000 9.30103 1.4704459906 2.5363934254    1.382  3.249  3.6118  0.728    8  0.553  0.352    39.73    24.78    16.65    12.89    10.51  2 -7.16e-08      0.00 7.238e-01 2.746e-01 1.891e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.353 -4.164 -4.481 -5.008 -5.737 -5.874
0.0015467 -1.00000 9.30103 1.4704495668 2.5363937338    1.379  3.380  3.5998  0.549    8  0.554  0.352    57.32    34.29    22.70    17.67    14.41  2 -1.32e-07      0.00 7.238e-01 2.746e-01 1.892e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.681 -4.468 -4.806 -5.359 -6.129 -6.282
0.0015467 -1.00000 9.30103 1.4704537392 2.5363940936    1.376  3.469  3.5916  0.426    8  0.554  0.352    73.54    42.76    28.03    21.88    17.86  2 -1.98e-07      0.00 7.238e-01 2.746e-01 1.892e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -3.902 -4.671 -5.023 -5.596 -6.393 -6.559
0.0015467 -1.00000 9.30103 1.4704583883 2.5363944945    1.372  3.516  3.5871  0.359    8  0.554  0.352    84.22    48.21    31.43    24.58    20.07  2 -2.47e-07      0.00 7.238e-01 2.746e-01 1.893e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -4.021 -4.779 -5.140 -5.723 -6.534 -6.708
0.0015467 -1.00000 9.30103 1.4704638720 2.5363949674    1.368  3.538  3.5848  0.327    8  0.555  0.353    89.95    51.09    33.22    26.01    21.24  1 -2.75e-07      0.00 7.238e-01 2.746e-01 1.893e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -4.076 -4.828 -5.194 -5.782 -6.601 -6.779
0.0015467 -1.00000 9.30103 1.4704698324 2.5363954814    1.363  3.551  3.5833  0.307    8  0.555  0.353    93.54    52.88    34.33    26.89    21.96  1 -2.93e-07      0.00 7.238e-01 2.746e-01 1.894e-04 2.078e-04 7.160e-04 -1.000 1.614e-03 -4.106 -4.855 -5.223 -5.815 -6.639 -6.819
0.0015467 -1.00000 9.30103 1.4704700708 2.5363955020    1.363  3.465  3.5910  0.424    8  0.556  0.353    73.76    42.86    28.08    21.94    17.91  2    -2e-07      0.00 7.238e-01 2.746e-01 1.895e-04 2.078e-04 7.161e-04 -1.000 1.614e-03 -3.892 -4.660 -5.013 -5.587 -6.386 -6.553
0.0015467 -1.00000 9.30103 1.4704710245 2.5363955842    1.362  3.323  3.6038  0.616    8  0.556  0.353    49.74    30.24    20.13    15.64    12.76  2 -1.05e-07      0.00 7.238e-01 2.746e-01 1.898e-04 2.078e-04 7.161e-04 -1.000 1.615e-03 -3.537 -4.332 -4.663 -5.208 -5.964 -6.112
0.0015467 -1.00000 9.30103 1.4704725742 2.5363957179    1.360  3.089  3.6248  0.934    8  0.556  0.354    25.98    17.02    11.63     8.96     7.30  3 -3.54e-08      0.00 7.238e-01 2.746e-01 1.903e-04 2.078e-04 7.162e-04 -1.000 1.615e-03 -2.952 -3.782 -4.076 -4.576 -5.262 -5.383
0.0015467 -1.00000 9.30103 1.4704748392 2.5363959132    1.358  3.092  3.6244  0.929    8  0.556  0.356    26.25    17.18    11.73     9.04     7.36  3 -3.61e-08      0.00 7.238e-01 2.746e-01 1.911e-04 2.078e-04 7.164e-04 -1.000 1.616e-03 -2.959 -3.789 -4.084 -4.584 -5.272 -5.393
0.0015467 -1.00000 9.30103 1.4704779387 2.5363961805    1.354  3.165  3.6177  0.827    8  0.556  0.357    32.26    20.62    13.96    10.79     8.79  2 -5.16e-08      0.00 7.238e-01 2.746e-01 1.921e-04 2.078e-04 7.166e-04 -1.000 1.617e-03 -3.142 -3.962 -4.269 -4.783 -5.493 -5.622
0.0015467 -1.00000 9.30103 1.4704816341 2.5363964991    1.350  3.303  3.6050  0.637    8  0.557  0.360    47.53    29.05    19.37    15.05    12.27  2  -9.9e-08      0.00 7.237e-01 2.747e-01 1.933e-04 2.078e-04 7.169e-04 -1.000 1.619e-03 -3.488 -4.286 -4.614 -5.156 -5.908 -6.054
0.0015467 -1.00000 9.30103 1.4704862833 2.5363969000    1.345  3.431  3.5933  0.461    8  0.557  0.362    68.04    39.88    26.21    20.46    16.70  2 -1.79e-07      0.00 7.237e-01 2.747e-01 1.949e-04 2.079e-04 7.173e-04 -1.000 1.621e-03 -3.806 -4.579 -4.928 -5.496 -6.288 -6.452
0.0015467 -1.00000 9.30103 1.4704916477 2.5363973626    1.339  3.516  3.5853  0.342    8  0.558  0.365    86.74    49.43    32.17    25.20    20.57  1 -2.66e-07      0.00 7.237e-01 2.747e-01 1.967e-04 2.079e-04 7.177e-04 -1.000 1.623e-03 -4.020 -4.774 -5.138 -5.725 -6.542 -6.719
0.0015467 -1.00000 9.30103 1.4704978466 2.5363978972    1.333  3.561  3.5810  0.277    8  0.559  0.369    98.90    55.49    35.92    28.19    23.02  1  -3.3e-07      0.00 7.236e-01 2.748e-01 1.987e-04 2.079e-04 7.181e-04 -1.000 1.625e-03 -4.133 -4.876 -5.248 -5.845 -6.677 -6.861
0.0015467 -1.00000 9.30103 1.4705047607 2.5363984934    1.325  3.581  3.5788  0.246    8  0.560  0.373   105.30    58.63    37.86    29.74    24.29  1 -3.67e-07      0.00 7.236e-01 2.748e-01 2.010e-04 2.079e-04 7.186e-04 -1.000 1.628e-03 -4.184 -4.922 -5.297 -5.900 -6.738 -6.926
0.0015467 -1.00000 9.30103 1.4705126286 2.5363991718    1.317  3.592  3.5776  0.228    8  0.560  0.378   109.21    60.53    39.02    30.67    25.05  1 -3.92e-07      0.00 7.235e-01 2.749e-01 2.036e-04 2.079e-04 7.192e-04 -1.000 1.631e-03 -4.210 -4.945 -5.323 -5.929 -6.771 -6.961
0.0015467 -1.00000 9.30103 1.4705129862 2.5363992026    1.317  3.518  3.5843  0.329    8  0.561  0.378    88.82    50.43    32.78    25.70    20.98  1 -2.83e-07      0.00 7.235e-01 2.749e-01 2.040e-04 2.079e-04 7.193e-04 -1.000 1.632e-03 -4.025 -4.777 -5.142 -5.732 -6.553 -6.731
0.0015467 -1.00000 9.30103 1.4705139399 2.5363992849    1.315  3.378  3.5971  0.519    8  0.561  0.380    60.11    35.73    23.58    18.40    15.01  2 -1.51e-07      0.00 7.235e-01 2.749e-01 2.052e-04 2.079e-04 7.195e-04 -1.000 1.633e-03 -3.675 -4.455 -4.798 -5.357 -6.137 -6.295
0.0015467 -1.00000 9.30103 1.4705158472 2.5363994493    1.312  3.145  3.6183  0.836    8  0.561  0.384    31.40    20.14    13.64    10.55     8.60  2  -5.2e-08      0.00 7.235e-01 2.749e-01 2.074e-04 2.079e-04 7.199e-04 -1.000 1.636e-03 -3.093 -3.913 -4.219 -4.732 -5.440 -5.569
0.0015467 -1.00000 9.30103 1.4705185890 2.5363996858    1.308  3.149  3.6178  0.829    8  0.561  0.390    31.81    20.37    13.79    10.67     8.69  2 -5.34e-08      0.00 7.234e-01 2.749e-01 2.105e-04 2.079e-04 7.204e-04 -1.000 1.639e-03 -3.101 -3.921 -4.228 -4.742 -5.452 -5.581
0.0015467 -1.00000 9.30103 1.4705220461 2.5363999839    1.302  3.221  3.6109  0.727    8  0.562  0.397    39.16    24.48    16.43    12.75    10.39  2 -7.61e-08      0.00 7.234e-01 2.750e-01 2.146e-04 2.079e-04 7.211e-04 -1.000 1.644e-03 -3.283 -4.092 -4.411 -4.939 -5.672 -5.809
0.0015467 -1.00000 9.30103 1.4705265760 2.5364003745    1.295  3.356  3.5983  0.540    8  0.562  0.406    57.42    34.30    22.68    17.69    14.42  2 -1.44e-07      0.00 7.233e-01 2.751e-01 2.198e-04 2.078e-04 7.220e-04 -1.000 1.651e-03 -3.620 -4.403 -4.743 -5.300 -6.075 -6.231
0.0015467 -1.00000 9.30103 1.4705319405 2.5364008370    1.287  3.479  3.5865  0.366    8  0.563  0.417    81.77    46.83    30.53    23.92    19.53  1 -2.56e-07      0.00 7.232e-01 2.752e-01 2.260e-04 2.078e-04 7.231e-04 -1.000 1.658e-03 -3.928 -4.685 -5.046 -5.630 -6.444 -6.619
0.0015467 -1.00000 9.30103 1.4705382586 2.5364013818    1.277  3.562  3.5785  0.248    8  0.564  0.429   104.06    57.89    37.37    29.39    24.00  1 -3.78e-07      0.00 7.231e-01 2.753e-01 2.333e-04 2.078e-04 7.244e-04 -1.000 1.667e-03 -4.135 -4.872 -5.248 -5.852 -6.692 -6.880
0.0015467 -1.00000 9.30103 1.4705455303 2.5364020088    1.266  3.606  3.5739  0.182    8  0.565  0.444   118.91    65.07    41.78    32.92    26.89  1 -4.71e-07      0.00 7.229e-01 2.754e-01 2.417e-04 2.077e-04 7.258e-04 -1.000 1.677e-03 -4.245 -4.970 -5.355 -5.969 -6.824 -7.020
0.0015467 -1.00000 9.30103 1.4705537558 2.5364027180    1.253  3.626  3.5715  0.148    8  0.566  0.460   127.31    69.05    44.20    34.88    28.49  1 -5.31e-07      0.00 7.228e-01 2.755e-01 2.512e-04 2.077e-04 7.275e-04 -1.000 1.688e-03 -4.295 -5.014 -5.403 -6.024 -6.886 -7.087
0.0015467 -1.00000 9.30103 1.4705629349 2.5364035095    1.240  3.637  3.5699  0.125    8  0.567  0.479   133.04    71.71    45.82    36.19    29.55  1 -5.77e-07      0.00 7.226e-01 2.757e-01 2.618e-04 2.077e-04 7.293e-04 -1.000 1.701e-03 -4.324 -5.037 -5.430 -6.055 -6.922 -7.126
0.0015467 -1.00000 9.30103 1.4705632925 2.5364035403    1.239  3.579  3.5753  0.206    8  0.568  0.481   112.78    62.02    39.88    31.43    25.66  1 -4.47e-07      0.00 7.226e-01 2.757e-01 2.629e-04 2.077e-04 7.294e-04 -1.000 1.702e-03 -4.177 -4.905 -5.287 -5.899 -6.749 -6.942
0.0015467 -1.00000 9.30103 1.4705642462 2.5364036225    1.236  3.441  3.5881  0.393    8  0.568  0.487    76.62    44.15    28.83    22.61    18.44  1 -2.44e-07      0.00 7.226e-01 2.757e-01 2.667e-04 2.076e-04 7.298e-04 -1.000 1.706e-03 -3.833 -4.593 -4.952 -5.532 -6.341 -6.513
0.0015467 -1.00000 9.30103 1.4705661535 2.5364037870    1.232  3.210  3.6096  0.709    8  0.568  0.499    39.96    24.91    16.69    12.98    10.57  2  -8.6e-08      0.00 7.225e-01 2.758e-01 2.734e-04 2.076e-04 7.304e-04 -1.000 1.714e-03 -3.254 -4.061 -4.382 -4.913 -5.650 -5.789
0.0015467 -1.00000 9.30103 1.4705687761 2.5364040131    1.226  3.214  3.6090  0.701    8  0.568  0.516    40.61    25.26    16.91    13.16    10.72  2  -8.9e-08      0.00 7.224e-01 2.758e-01 2.831e-04 2.076e-04 7.313e-04 -1.000 1.724e-03 -3.264 -4.069 -4.391 -4.924 -5.663 -5.803
0.0015467 -1.00000 9.30103 1.4705723524 2.5364043215    1.217  3.285  3.6019  0.598    8  0.569  0.539    50.12    30.39    20.17    15.74    12.83  2 -1.27e-07      0.00 7.223e-01 2.759e-01 2.959e-04 2.076e-04 7.325e-04 -1.000 1.739e-03 -3.443 -4.234 -4.568 -5.117 -5.880 -6.030
0.0015467 -1.00000 9.30103 1.4705767632 2.5364047018    1.207  3.415  3.5893  0.414    8  0.570  0.567    73.05    42.28    27.65    21.69    17.69  1 -2.34e-07      0.00 7.222e-01 2.761e-01 3.120e-04 2.075e-04 7.340e-04 -1.000 1.757e-03 -3.767 -4.530 -4.886 -5.464 -6.270 -6.440
0.0015467 -1.00000 9.30103 1.4705821276 2.5364051643    1.194  3.533  3.5775  0.244    8  0.570  0.601   103.43    57.33    36.97    29.14    23.78  1 -4.09e-07      0.00 7.220e-01 2.762e-01 3.314e-04 2.075e-04 7.357e-04 -1.000 1.778e-03 -4.063 -4.797 -5.175 -5.781 -6.624 -6.814
0.0015467 -1.00000 9.30103 1.4705883265 2.5364056987    1.180  3.613  3.5694  0.126    8  0.571  0.640   131.43    70.66    45.13    35.70    29.14  1 -6.02e-07      0.00 7.218e-01 2.764e-01 3.542e-04 2.074e-04 7.378e-04 -1.000 1.803e-03 -4.262 -4.974 -5.368 -5.993 -6.863 -7.067
0.0015467 -1.00000 9.30103 1.4705954790 2.5364063154    1.163  3.655  3.5646  0.059    8  0.573  0.685   150.68    79.55    50.52    40.05    32.70  0 -7.57e-07      0.00 7.216e-01 2.766e-01 3.804e-04 2.073e-04 7.402e-04 -1.000 1.832e-03 -4.368 -5.069 -5.472 -6.108 -6.991 -7.204
0.0015467 -1.00000 9.30103 1.4706037045 2.5364070246    1.145  3.675  3.5619  0.021    8  0.574  0.736   162.48    84.84    53.70    42.64    34.82  0 -8.68e-07      0.00 7.213e-01 2.768e-01 4.100e-04 2.073e-04 7.430e-04 -1.000 1.865e-03 -4.419 -5.112 -5.521 -6.164 -7.055 -7.272
0.0015467 -1.00000 9.30103 1.4706127644 2.5364078057    1.125  3.687  3.5600 -0.006    8  0.575  0.792   171.38    88.73    56.03    44.54    36.37  0 -9.65e-07      0.00 7.210e-01 2.771e-01 4.432e-04 2.072e-04 7.460e-04 -1.000 1.902e-03 -4.448 -5.137 -5.550 -6.197 -7.094 -7.315
0.0015467 -1.00000 9.30103 1.4706128836 2.5364078160    1.124  3.644  3.5641  0.053    8  0.575  0.794   151.56    79.69    50.56    40.14    32.77  0 -8.01e-07      0.00 7.210e-01 2.771e-01 4.443e-04 2.072e-04 7.461e-04 -1.000 1.903e-03 -4.340 -5.040 -5.444 -6.082 -6.966 -7.180
0.0015467 -1.00000 9.30103 1.4706133604 2.5364078571    1.123  3.509  3.5770  0.240    8  0.575  0.800   102.94    56.84    36.62    28.92    23.59  1 -4.44e-07      0.00 7.210e-01 2.771e-01 4.479e-04 2.072e-04 7.462e-04 -1.000 1.907e-03 -4.002 -4.734 -5.113 -5.720 -6.565 -6.756
0.0015467 -1.00000 9.30103 1.4706140757 2.5364079188    1.121  3.277  3.5993  0.560    8  0.575  0.811    53.09    31.88    21.08    16.51    13.45  2 -1.58e-07      0.00 7.210e-01 2.771e-01 4.544e-04 2.071e-04 7.465e-04 -1.000 1.914e-03 -3.423 -4.208 -4.547 -5.101 -5.873 -6.028
0.0015467 -1.00000 9.30103 1.4706152678 2.5364080215    1.118  3.279  3.5989  0.555    8  0.576  0.828    53.52    32.10    21.21    16.62    13.54  2 -1.61e-07      0.00 7.209e-01 2.771e-01 4.637e-04 2.071e-04 7.470e-04 -1.000 1.924e-03 -3.427 -4.212 -4.551 -5.106 -5.879 -6.034
