# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Thu Jul 23 16:54:21 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: VISTA <i>ZYJHK</i><sub>s</sub> (Vegamag)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Zmag    Ymag    Jmag    Hmag    Ksmag
0.0048313 -0.50000 9.77815 1.0878969431 2.4896192824    0.804  3.067  3.5679  0.500    8  0.532  0.445    55.78    32.62    21.38    16.96    13.78  1 -1.41e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -2.898 -3.615 -4.011 -4.633 -5.474 -5.699
0.0048313 -0.50000 9.77815 1.0878971815 2.4896193235    0.801  2.884  3.5898  0.769    8  0.532  0.445    31.51    20.02    13.42    10.57     8.58  2 -6.24e-08      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -2.439 -3.202 -3.558 -4.132 -4.908 -5.097
0.0048313 -0.50000 9.77815 1.0878975391 2.4896193852    0.797  2.897  3.5880  0.746    8  0.532  0.445    33.02    20.83    13.93    10.98     8.91  2 -6.75e-08      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -2.473 -3.232 -3.591 -4.169 -4.950 -5.142
0.0048313 -0.50000 9.77815 1.0878980160 2.4896194674    0.791  3.011  3.5742  0.575    8  0.532  0.445    47.45    28.38    18.71    14.82    12.04  1 -1.15e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -2.757 -3.488 -3.871 -4.479 -5.302 -5.517
0.0048313 -0.50000 9.77815 1.0878984928 2.4896195496    0.785  3.166  3.5553  0.340    8  0.533  0.445    77.95    43.30    28.01    22.33    18.15  1 -2.34e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.146 -3.833 -4.264 -4.914 -5.784 -6.029
0.0048313 -0.50000 9.77815 1.0878990889 2.4896196524    0.777  3.297  3.5393  0.140    8  0.533  0.445   118.71    61.90    39.39    31.58    25.69  0 -4.23e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.472 -4.104 -4.597 -5.285 -6.187 -6.460
0.0048313 -0.50000 9.77815 1.0878998041 2.4896197758    0.768  3.381  3.5288  0.010    8  0.533  0.445   149.84    78.15    49.21    39.60    32.23  0 -6.23e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.682 -4.253 -4.810 -5.527 -6.445 -6.736
0.0048313 -0.50000 9.77815 1.0879005194 2.4896198991    0.758  3.423  3.5233 -0.061    8  0.533  0.445   166.31    88.51    55.40    44.69    36.38  0 -7.76e-07      0.01 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.789 -4.310 -4.918 -5.653 -6.576 -6.878
0.0048313 -0.50000 9.77815 1.0879014730 2.4896200636    0.747  3.442  3.5207 -0.096    8  0.534  0.445   174.67    93.97    58.64    47.37    38.57  0 -8.76e-07      0.01 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.835 -4.332 -4.964 -5.707 -6.633 -6.941
0.0048313 -0.50000 9.77815 1.0879024267 2.4896202280    0.735  3.451  3.5193 -0.118    8  0.534  0.445   179.58    97.32    60.62    49.02    39.91  0 -9.57e-07      0.01 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.857 -4.338 -4.985 -5.735 -6.661 -6.972
0.0048313 -0.50000 9.77815 1.0879024267 2.4896202280    0.734  3.283  3.5399  0.132    8  0.534  0.445   119.76    61.90    39.35    31.61    25.71  0 -4.75e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.437 -4.072 -4.561 -5.248 -6.149 -6.422
0.0048313 -0.50000 9.77815 1.0879026651 2.4896202692    0.731  3.110  3.5613  0.390    8  0.534  0.445    69.17    38.83    25.20    20.11    16.34  1 -2.28e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.004 -3.706 -4.119 -4.756 -5.612 -5.849
0.0048313 -0.50000 9.77815 1.0879029036 2.4896203103    0.727  2.926  3.5841  0.662    8  0.534  0.445    38.72    23.72    15.74    12.47    10.12  1 -1.03e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -2.546 -3.298 -3.664 -4.251 -5.042 -5.242
0.0048313 -0.50000 9.77815 1.0879032612 2.4896203719    0.721  2.940  3.5827  0.638    8  0.535  0.445    40.61    24.68    16.35    12.96    10.52  1 -1.12e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -2.580 -3.329 -3.698 -4.288 -5.084 -5.286
0.0048313 -0.50000 9.77815 1.0879037380 2.4896204542    0.714  3.053  3.5690  0.467    8  0.535  0.445    58.47    33.59    21.93    17.48    14.19  1 -1.92e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -2.862 -3.581 -3.976 -4.597 -5.433 -5.657
0.0048313 -0.50000 9.77815 1.0879043341 2.4896205570    0.704  3.206  3.5501  0.232    8  0.535  0.445    96.28    51.17    32.78    26.30    21.37  0  -3.9e-07      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.246 -3.919 -4.367 -5.029 -5.909 -6.165
0.0048313 -0.50000 9.77815 1.0879050493 2.4896206803    0.694  3.335  3.5342  0.033    8  0.535  0.445   139.37    73.04    46.03    37.14    30.21  0 -7.08e-07      0.01 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.942e-03 -3.568 -4.169 -4.694 -5.396 -6.305 -6.590
0.0048313 -0.50000 9.77815 1.0879057646 2.4896208037    0.681  3.418  3.5242 -0.098    8  0.536  0.445   169.59    92.09    57.40    46.51    37.84  0 -1.06e-06      0.01 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.775 -4.298 -4.901 -5.634 -6.556 -6.861
0.0048313 -0.50000 9.77815 1.0879067183 2.4896209681    0.668  3.461  3.5194 -0.169    8  0.536  0.445   186.90    -1.00    -1.00    -1.00    -1.00  0 -1.35e-06      0.02 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.882 -4.353 -5.005 -5.755 -6.682 -6.999
0.0048313 -0.50000 9.77815 1.0879077911 2.4896211532    0.653  3.479  3.5179 -0.203    8  0.537  0.445   179.37    -1.00    -1.00    -1.00    -1.00  0 -1.57e-06      0.02 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.929 -4.374 -5.048 -5.806 -6.734 -7.056
0.0048313 -0.50000 9.77815 1.0879088640 2.4896213382    0.636  3.489  3.5179 -0.224    8  0.537  0.445   171.39    -1.00    -1.00    -1.00    -1.00  0 -1.77e-06      0.03 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 -3.953 -4.390 -5.068 -5.827 -6.756 -7.082
0.0048313 -0.50000 9.77815 1.0879143476 2.4896222838    0.518 -9.999  4.0000  1.781    9  0.539  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.167e-01 2.783e-01 7.250e-04 4.405e-04 2.170e-03 -1.000 4.943e-03 29.767 29.987 30.049 30.056 30.050 30.065
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Zmag    Ymag    Jmag    Hmag    Ksmag
0.0048313 -0.50000 10.00000 0.0900000036 1.0816895926    0.090 -3.325  3.4059  5.293    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.49e-17      0.00 7.362e-01 2.589e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 13.081 12.417 11.674 10.840 10.447 10.263
0.0048313 -0.50000 10.00000 0.1000000015 1.1711064122    0.100 -3.116  3.4357  5.248    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.24e-17      0.00 7.355e-01 2.595e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 12.559 11.814 11.150 10.379 9.950 9.749
0.0048313 -0.50000 10.00000 0.1199999973 1.3193154249    0.120 -2.848  3.4680  5.189    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 7.344e-01 2.607e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 11.889 11.032 10.488 9.810 9.333 9.119
0.0048313 -0.50000 10.00000 0.1218449548 1.3313546781    0.122 -2.829  3.4699  5.185    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-16      0.00 7.343e-01 2.608e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 11.843 10.981 10.443 9.770 9.290 9.076
0.0048313 -0.50000 10.00000 0.1400000006 1.4384526719    0.140 -2.662  3.4874  5.148    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-16      0.00 7.333e-01 2.618e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 11.425 10.523 10.040 9.408 8.909 8.693
0.0048313 -0.50000 10.00000 0.1599999964 1.5372931554    0.160 -2.519  3.5006  5.115    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-16      0.00 7.324e-01 2.627e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 11.067 10.145 9.696 9.091 8.580 8.366
0.0048313 -0.50000 10.00000 0.1999999881 1.6938790356    0.200 -2.296  3.5185  5.061    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-16      0.00 7.310e-01 2.641e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 10.511 9.572 9.163 8.590 8.066 7.856
0.0048313 -0.50000 10.00000 0.2500000000 1.8403257998    0.250 -2.086  3.5324  5.004    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.73e-17      0.00 7.302e-01 2.649e-01 8.868e-04 2.393e-04 2.170e-03 -1.000 4.931e-03 9.985 9.039 8.655 8.104 7.570 7.364
0.0048313 -0.50000 10.00000 0.3000000119 1.9529139769    0.300 -1.923  3.5420  4.958    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.29e-16      0.00 7.301e-01 2.650e-01 8.868e-04 2.393e-04 2.170e-03 -1.000 4.931e-03 9.577 8.630 8.261 7.724 7.182 6.979
0.0048313 -0.50000 10.00000 0.3499999642 2.0434174156    0.350 -1.780  3.5502  4.915    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-16      0.00 7.374e-01 2.577e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 9.221 8.273 7.918 7.391 6.842 6.641
0.0048313 -0.50000 10.00000 0.3999999762 2.1185023988    0.400 -1.627  3.5617  4.866    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-15      0.00 7.376e-01 2.575e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 8.837 7.893 7.555 7.043 6.483 6.284
0.0048313 -0.50000 10.00000 0.4499999881 2.1822809009    0.450 -1.458  3.5765  4.808    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.57e-15      0.00 7.376e-01 2.575e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 8.416 7.480 7.163 6.668 6.094 5.899
0.0048313 -0.50000 10.00000 0.4999999404 2.2374540715    0.500 -1.276  3.5967  4.752    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.96e-15      0.00 7.376e-01 2.575e-01 8.868e-04 2.392e-04 2.170e-03 -1.000 4.931e-03 7.960 7.037 6.744 6.270 5.675 5.497
0.0048313 -0.50000 10.00000 0.5500000119 2.2836582633    0.550 -1.071  3.6248  4.700    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -6.42e-15      0.00 7.641e-01 2.314e-01 8.038e-04 2.170e-04 1.969e-03 -1.000 4.484e-03 7.448 6.547 6.282 5.827 5.206 5.070
0.0048313 -0.50000 10.00000 0.5503625274 2.2839581747    0.550 -1.070  3.6250  4.700    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -6.44e-15      0.00 7.642e-01 2.314e-01 8.037e-04 2.170e-04 1.969e-03 -1.000 4.484e-03 7.444 6.544 6.279 5.824 5.203 5.068
0.0048313 -0.50000 10.00000 0.5999999642 2.3211212854    0.600 -0.877  3.6563  4.670    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -9.96e-15      0.00 7.683e-01 2.273e-01 7.918e-04 2.138e-04 1.940e-03 -1.000 4.430e-03 6.962 6.088 5.855 5.426 4.837 4.739
0.0048313 -0.50000 10.00000 0.6499999166 2.3520352771    0.650 -0.683  3.6895  4.644    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-14      0.00 7.725e-01 2.232e-01 7.800e-04 2.106e-04 1.912e-03 -1.000 4.336e-03 6.479 5.627 5.433 5.054 4.554 4.478
0.0048313 -0.50000 10.00000 0.6647750735 2.3601531435    0.665 -0.628  3.6983  4.634    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-14      0.00 7.740e-01 2.217e-01 7.754e-04 2.094e-04 1.901e-03 -1.000 4.325e-03 6.340 5.496 5.313 4.947 4.473 4.402
0.0048313 -0.50000 10.00000 0.6808450818 2.3685240300    0.681 -0.568  3.7077  4.622    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-14      0.00 7.757e-01 2.200e-01 7.703e-04 2.081e-04 1.889e-03 -1.000 4.276e-03 6.190 5.357 5.185 4.834 4.384 4.318
0.0048313 -0.50000 10.00000 0.6958907843 2.3759597043    0.696 -0.512  3.7163  4.610    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.29e-14      0.00 7.773e-01 2.185e-01 7.655e-04 2.068e-04 1.878e-03 -1.000 4.255e-03 6.051 5.230 5.067 4.728 4.301 4.239
0.0048313 -0.50000 10.00000 0.6999999881 2.3779266974    0.700 -0.497  3.7187  4.607    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-14      0.00 7.777e-01 2.180e-01 7.642e-04 2.065e-04 1.875e-03 -1.000 4.264e-03 6.013 5.195 5.035 4.699 4.278 4.217
0.0048313 -0.50000 10.00000 0.7089897394 2.3821386236    0.709 -0.463  3.7237  4.599    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -2.57e-14      0.00 7.788e-01 2.169e-01 7.590e-04 2.055e-04 1.867e-03 -1.000 4.276e-03 5.929 5.118 4.964 4.636 4.227 4.168
0.0048313 -0.50000 10.00000 0.7220476270 2.3880422673    0.722 -0.414  3.7308  4.586    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-14      0.00 7.804e-01 2.154e-01 7.517e-04 2.042e-04 1.856e-03 -1.000 4.206e-03 5.806 5.007 4.860 4.542 4.151 4.095
0.0048313 -0.50000 10.00000 0.7346237898 2.3935005514    0.734 -0.367  3.7375  4.573    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-14      0.00 7.820e-01 2.138e-01 7.447e-04 2.030e-04 1.845e-03 -1.000 4.174e-03 5.687 4.901 4.761 4.452 4.077 4.024
0.0048313 -0.50000 10.00000 0.7461459637 2.3983160923    0.746 -0.323  3.7435  4.560    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-14      0.00 7.835e-01 2.124e-01 7.384e-04 2.018e-04 1.836e-03 -1.000 4.148e-03 5.578 4.804 4.671 4.370 4.008 3.957
0.0048313 -0.50000 10.00000 0.7487857342 2.3993953806    0.749 -0.313  3.7448  4.557    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.71e-14      0.00 7.838e-01 2.121e-01 7.369e-04 2.016e-04 1.834e-03 -1.000 4.161e-03 5.553 4.782 4.650 4.350 3.991 3.942
0.0048313 -0.50000 10.00000 0.7544853091 2.4016960982    0.754 -0.292  3.7474  4.549    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-14      0.00 7.847e-01 2.111e-01 7.342e-04 2.008e-04 1.827e-03 -1.000 4.186e-03 5.499 4.734 4.604 4.308 3.954 3.906
0.0048313 -0.50000 10.00000 0.7655749321 2.4060598987    0.765 -0.249  3.7522  4.532    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.38e-14      0.00 7.866e-01 2.092e-01 7.287e-04 1.993e-04 1.814e-03 -1.000 4.141e-03 5.392 4.639 4.514 4.223 3.880 3.834
0.0048313 -0.50000 10.00000 0.7759954929 2.4100299778    0.776 -0.209  3.7566  4.515    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.87e-14      0.00 7.885e-01 2.074e-01 7.234e-04 1.979e-04 1.801e-03 -1.000 4.100e-03 5.291 4.549 4.428 4.143 3.808 3.765
0.0048313 -0.50000 10.00000 0.7862359881 2.4138137841    0.786 -0.168  3.7608  4.497    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-14      0.00 7.903e-01 2.056e-01 7.180e-04 1.965e-04 1.788e-03 -1.000 4.084e-03 5.191 4.460 4.342 4.062 3.735 3.694
0.0048313 -0.50000 10.00000 0.7975714207 2.4178721341    0.797 -0.123  3.7652  4.476    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -6.1e-14      0.00 7.925e-01 2.035e-01 7.120e-04 1.949e-04 1.774e-03 -1.000 4.052e-03 5.078 4.360 4.245 3.970 3.652 3.613
0.0048313 -0.50000 10.00000 0.8044416904 2.4202679346    0.804 -0.095  3.7676  4.461    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -6.59e-14      0.00 7.941e-01 2.019e-01 7.073e-04 1.937e-04 1.763e-03 -1.000 4.012e-03 5.009 4.297 4.184 3.912 3.598 3.561
0.0048313 -0.50000 10.00000 0.8149027228 2.4238268360    0.814 -0.052  3.7711  4.437    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.44e-14      0.00 7.967e-01 1.993e-01 7.000e-04 1.917e-04 1.745e-03 -1.000 3.964e-03 4.900 4.198 4.089 3.821 3.513 3.478
0.0048313 -0.50000 10.00000 0.8242523074 2.4269198568    0.823 -0.012  3.7741  4.414    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -8.34e-14      0.00 7.991e-01 1.970e-01 6.932e-04 1.899e-04 1.729e-03 -1.000 3.932e-03 4.799 4.107 4.000 3.735 3.434 3.400
0.0048313 -0.50000 10.00000 0.8333938718 2.4298670236    0.832  0.029  3.7769  4.389    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-14      0.00 8.015e-01 1.946e-01 6.864e-04 1.880e-04 1.712e-03 -1.000 3.893e-03 4.698 4.015 3.910 3.649 3.352 3.320
0.0048313 -0.50000 10.00000 0.8421195149 2.4326115719    0.841  0.069  3.7793  4.363    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 8.039e-01 1.922e-01 6.797e-04 1.862e-04 1.696e-03 -1.000 3.845e-03 4.598 3.923 3.820 3.561 3.270 3.238
0.0048313 -0.50000 10.00000 0.8463571072 2.4339210032    0.845  0.088  3.7804  4.350    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 8.051e-01 1.911e-01 6.763e-04 1.853e-04 1.688e-03 -1.000 3.819e-03 4.549 3.877 3.775 3.518 3.229 3.198
0.0048313 -0.50000 10.00000 0.8587599993 2.4376682825    0.858  0.147  3.7831  4.309    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 8.096e-01 1.866e-01 6.639e-04 1.820e-04 1.658e-03 -1.000 3.778e-03 4.403 3.740 3.640 3.386 3.102 3.072
0.0048313 -0.50000 10.00000 0.8689686060 2.4406604828    0.868  0.197  3.7847  4.270    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 8.128e-01 1.835e-01 6.548e-04 1.796e-04 1.637e-03 -1.000 3.697e-03 4.278 3.620 3.521 3.270 2.989 2.960
0.0048313 -0.50000 10.00000 0.8775055408 2.4431013314    0.876  0.241  3.7856  4.234    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-13      0.00 8.137e-01 1.826e-01 6.527e-04 1.790e-04 1.632e-03 -1.000 3.709e-03 4.166 3.512 3.413 3.163 2.885 2.856
0.0048313 -0.50000 10.00000 0.8790756464 2.4435443185    0.878  0.250  3.7858  4.226    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 8.139e-01 1.824e-01 6.524e-04 1.789e-04 1.631e-03 -1.000 3.709e-03 4.145 3.491 3.393 3.143 2.865 2.836
0.0048313 -0.50000 10.00000 0.8844833970 2.4450562201    0.883  0.281  3.7858  4.198    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-13      0.00 8.141e-01 1.822e-01 6.520e-04 1.788e-04 1.630e-03 -1.000 3.703e-03 4.068 3.414 3.316 3.066 2.788 2.759
0.0048313 -0.50000 10.00000 0.8918887377 2.4470924425    0.890  0.325  3.7851  4.155    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-13      0.00 8.143e-01 1.820e-01 6.528e-04 1.790e-04 1.632e-03 -1.000 3.695e-03 3.959 3.303 3.204 2.953 2.674 2.645
0.0048313 -0.50000 10.00000 0.8951427937 2.4479749562    0.893  0.345  3.7844  4.134    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-13      0.00 8.141e-01 1.822e-01 6.540e-04 1.794e-04 1.635e-03 -1.000 3.692e-03 3.908 3.250 3.151 2.899 2.619 2.589
0.0048313 -0.50000 10.00000 0.8969900608 2.4484726676    0.895  0.356  3.7840  4.122    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-13      0.00 8.139e-01 1.824e-01 6.549e-04 1.797e-04 1.638e-03 -1.000 3.692e-03 3.879 3.220 3.120 2.868 2.587 2.557
0.0048313 -0.50000 10.00000 0.9016702771 2.4497231722    0.900  0.387  3.7825  4.087    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.91e-13      0.00 8.125e-01 1.838e-01 6.605e-04 1.812e-04 1.652e-03 -1.000 3.746e-03 3.802 3.139 3.038 2.783 2.499 2.469
0.0048313 -0.50000 10.00000 0.9042375684 2.4504028062    0.902  0.405  3.7807  4.063    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.11e-13      0.00 8.096e-01 1.866e-01 6.709e-04 1.841e-04 1.678e-03 -1.000 3.808e-03 3.757 3.089 2.986 2.729 2.441 2.410
0.0048313 -0.50000 10.00000 0.9100512266 2.4519255579    0.908  0.447  3.7746  4.000    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-13      0.00 7.981e-01 1.978e-01 7.082e-04 1.942e-04 1.770e-03 -1.000 4.005e-03 3.653 2.968 2.860 2.595 2.295 2.262
0.0048313 -0.50000 10.00000 0.9143973589 2.4530493915    0.912  0.476  3.7660  3.938    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-13      0.00 7.828e-01 2.129e-01 7.528e-04 2.063e-04 1.879e-03 -1.000 4.259e-03 3.581 2.872 2.756 2.481 2.163 2.126
0.0048313 -0.50000 10.00000 0.9172698855 2.4537854580    0.915  0.490  3.7558  3.885    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-13      0.00 7.702e-01 2.254e-01 7.873e-04 2.155e-04 1.961e-03 -1.000 4.455e-03 3.544 2.810 2.686 2.398 2.060 2.018
0.0048313 -0.50000 10.00000 0.9191556573 2.4542657991    0.917  0.497  3.7456  3.838    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.95e-13      0.00 7.623e-01 2.332e-01 8.080e-04 2.210e-04 2.011e-03 -1.000 4.566e-03 3.528 2.771 2.637 2.336 1.976 1.928
0.0048313 -0.50000 10.00000 0.9205700159 2.4546245777    0.919  0.506  3.7364  3.792    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.32e-13      0.00 7.573e-01 2.380e-01 8.207e-04 2.244e-04 2.041e-03 -1.000 4.646e-03 3.504 2.729 2.587 2.273 1.892 1.840
0.0048313 -0.50000 10.00000 0.9219651222 2.4549772327    0.920  0.528  3.7278  3.736    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.95e-13      0.00 7.532e-01 2.421e-01 8.308e-04 2.271e-04 2.064e-03 -1.000 4.696e-03 3.449 2.660 2.508 2.182 1.779 1.724
0.0048313 -0.50000 10.00000 0.9233279824 2.4553205534    0.921  0.567  3.7210  3.672    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.98e-13      0.00 7.496e-01 2.456e-01 8.387e-04 2.293e-04 2.083e-03 -1.000 4.735e-03 3.354 2.555 2.396 2.059 1.638 1.580
0.0048313 -0.50000 10.00000 0.9238859415 2.4554607739    0.922  0.586  3.7186  3.643    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.57e-13      0.00 7.482e-01 2.471e-01 8.418e-04 2.300e-04 2.090e-03 -1.000 4.731e-03 3.305 2.503 2.341 2.001 1.574 1.515
0.0048313 -0.50000 10.00000 0.9244090319 2.4555920548    0.922  0.609  3.7169  3.613    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-13      0.00 7.469e-01 2.484e-01 8.438e-04 2.306e-04 2.095e-03 -1.000 4.748e-03 3.247 2.443 2.280 1.937 1.505 1.445
0.0048313 -0.50000 10.00000 0.9254376292 2.4558497060    0.923  0.658  3.7140  3.553    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.87e-13      0.00 7.441e-01 2.511e-01 8.474e-04 2.317e-04 2.104e-03 -1.000 4.800e-03 3.124 2.317 2.150 1.802 1.363 1.302
